id,patente,modeloId,combustible,year,clienteId,createdAt,updatedAt
1262,iiy090,32,Nafta,2011,975,2019-10-28,2019-10-28
1263,isw309,25,Nafta,2009,35,2019-10-28,2019-10-28
1268,iya734,29,Nafta,2010,980,2019-10-28,2019-10-28
1257,mub452,29,Nafta,2014,971,2019-10-28,2019-10-28
1258,cwy808,44,Nafta,2004,972,2019-10-28,2019-10-28
1261,aa513lj,28,Diesel,2016,946,2019-10-28,2019-10-28
1255,dln947,81,Nafta,2010,969,2019-10-28,2019-10-28
1256,jwa354,25,Nafta,2012,872,2019-10-28,2019-10-28
1254,lny228,34,Diesel,2015,968,2019-10-28,2019-10-28
1243,cvq557,26,Nafta,2005,957,2019-10-28,2019-10-28
1113,aa057ec,24,Nafta,2017,688,2019-10-28,2019-10-28
1226,mpt213,41,Nafta,2014,944,2019-10-28,2019-10-28
1223,jwq993,36,Nafta,2009,943,2019-10-28,2019-10-28
1222,prt231,114,Diesel,2013,688,2019-10-28,2019-10-28
1225,ewj486,34,Diesel,2005,103,2019-10-28,2019-10-28
1207,opw543,35,Nafta,2014,930,2019-10-28,2019-10-28
1208,ooe590,21,Nafta,2014,553,2019-10-28,2019-10-28
1227,keq080,26,Nafta,2015,945,2019-10-28,2019-10-28
1231,mvb569,61,Nafta,2013,948,2019-10-28,2019-10-28
1224,nks116,29,Nafta,2013,384,2019-10-28,2019-10-28
1229,mfq363,29,Nafta,2015,947,2019-10-28,2019-10-28
1228,hwq051,27,Diesel,2009,946,2019-10-28,2019-10-28
1230,jhl513,142,Nafta,2012,538,2019-10-28,2019-10-28
1177,pff490,26,Nafta,2016,334,2019-10-28,2019-10-28
1178,izr629,27,Diesel,2010,688,2019-10-28,2019-10-28
1180,gxc422,8,Nafta,2006,913,2019-10-28,2019-10-28
1179,lgd486,131,Nafta,2013,912,2019-10-28,2019-10-28
1291,kab891,131,Nafta,2011,998,2019-10-28,2019-10-28
1290,opw628,21,Nafta,2012,997,2019-10-28,2019-10-28
1292,lqz439,114,Diesel,2015,999,2019-10-28,2019-10-28
1241,oak753,29,Nafta,2015,955,2019-10-28,2019-10-28
1242,kzz144,29,Nafta,2012,956,2019-10-28,2019-10-28
1181,mnh760,13,Nafta,2014,887,2019-10-28,2019-10-28
1199,pbi231,114,Diesel,2016,688,2019-10-28,2019-10-28
1248,mhy422,21,Nafta,2011,962,2019-10-28,2019-10-28
1249,pae748,132,Nafta,2015,963,2019-10-28,2019-10-28
1194,gnk545,29,Nafta,2008,714,2019-10-28,2019-10-28
1195,ouw499,34,Diesel,2015,499,2019-10-28,2019-10-28
1198,liu442,112,Nafta,2011,538,2019-10-28,2019-10-28
1205,kzy284,21,Nafta,2011,928,2019-10-28,2019-10-28
1203,nyp679,21,Nafta,2015,926,2019-10-28,2019-10-28
1253,iqi580,29,Nafta,2010,967,2019-10-28,2019-10-28
1252,bkw325,32,Nafta,1998,966,2019-10-28,2019-10-28
1206,fqh153,16,Nafta,2006,929,2019-10-28,2019-10-28
1200,jdo426,34,Nafta,2010,923,2019-10-28,2019-10-28
1184,ngj747,26,Nafta,2013,915,2019-10-28,2019-10-28
1287,mrv984,29,Nafta,2013,994,2019-10-28,2019-10-28
1293,ony834,134,Nafta,2013,20,2019-10-28,2019-10-28
1288,nur032,133,Nafta,2014,995,2019-10-28,2019-10-28
1289,gup142,29,Nafta,2011,996,2019-10-28,2019-10-28
1284,aa181id,29,Nafta,2011,685,2019-10-28,2019-10-28
1285,noh187,100,Nafta,2013,30,2019-10-28,2019-10-28
1286,gxq098,99,Diesel,2006,906,2019-10-28,2019-10-28
1185,nsw055,41,Nafta,2014,243,2019-10-28,2019-10-28
1187,mws753,75,Nafta,2010,916,2019-10-28,2019-10-28
1244,fbf297,26,Nafta,2005,958,2019-10-28,2019-10-28
1283,jqt089,26,Nafta,2014,992,2019-10-28,2019-10-28
1282,iqi555,26,Nafta,2010,991,2019-10-28,2019-10-28
1192,lke119,42,Nafta,2012,118,2019-10-28,2019-10-28
1280,koi066,29,Nafta,2012,989,2019-10-28,2019-10-28
1281,kwl531,26,Nafta,2012,990,2019-10-28,2019-10-28
1183,kqh470,31,Nafta,2011,914,2019-10-28,2019-10-28
1278,ab144mr,7,Diesel,2017,301,2019-10-28,2019-10-28
1237,ncy619,29,Nafta,2013,839,2019-10-28,2019-10-28
1250,env984,36,Nafta,2005,964,2019-10-28,2019-10-28
1251,noh830,133,Nafta,2014,965,2019-10-28,2019-10-28
1236,olv823,29,Nafta,2015,951,2019-10-28,2019-10-28
1238,igu923,41,Nafta,2004,952,2019-10-28,2019-10-28
1239,ktq945,34,Diesel,2014,878,2019-10-28,2019-10-28
1246,kia556,26,Nafta,2011,960,2019-10-28,2019-10-28
1190,lji493,7,Diesel,2016,918,2019-10-28,2019-10-28
1191,por956,7,Diesel,2015,919,2019-10-28,2019-10-28
1247,lms236,112,Nafta,2014,961,2019-10-28,2019-10-28
1189,dmb471,27,Nafta,1999,917,2019-10-28,2019-10-28
1188,aa177jz,27,Nafta,2017,320,2019-10-28,2019-10-28
1193,has372,21,Nafta,2007,920,2019-10-28,2019-10-28
1235,ghs133,16,Nafta,2006,894,2019-10-28,2019-10-28
1214,mma303,7,Diesel,2014,936,2019-10-28,2019-10-28
514,jxx494,91,Nafta,2011,935,2019-10-28,2019-10-28
1201,ipl359,21,Nafta,2010,924,2019-10-28,2019-10-28
1245,mbu751,29,Nafta,2013,959,2019-10-28,2019-10-28
1219,eho914,21,Nafta,2008,940,2019-10-28,2019-10-28
1217,msi158,82,Nafta,2012,938,2019-10-28,2019-10-28
1215,oat563,41,Nafta,2014,86,2019-10-28,2019-10-28
1294,gjo302,26,Nafta,2007,1000,2019-10-28,2019-10-28
1234,ivw943,21,Nafta,2010,950,2019-10-28,2019-10-28
1233,phj631,91,Nafta,2015,54,2019-10-28,2019-10-28
1218,mth660,29,Nafta,2015,939,2019-10-28,2019-10-28
1209,luo460,122,Nafta,2012,571,2019-10-28,2019-10-28
1202,kkh038,45,Diesel,2013,842,2019-10-28,2019-10-28
1204,nwo749,26,Nafta,2013,927,2019-10-28,2019-10-28
1156,kep479,74,Nafta,2011,954,2019-10-28,2019-10-28
1221,luu995,25,Nafta,2013,598,2019-10-28,2019-10-28
1220,lxk407,21,Nafta,2013,941,2019-10-28,2019-10-28
1210,nlt800,7,Diesel,2015,933,2019-10-28,2019-10-28
1211,nnd998,29,Nafta,2014,934,2019-10-28,2019-10-28
1212,moi472,56,Nafta,2013,148,2019-10-28,2019-10-28
1213,nsz152,29,Nafta,2013,43,2019-10-28,2019-10-28
1155,nff463,25,Nafta,2014,897,2019-10-28,2019-10-28
1157,cag581,26,Nafta,1999,899,2019-10-28,2019-10-28
1154,kjn683,6,Nafta,2009,895,2019-10-28,2019-10-28
1160,pgp520,21,Nafta,2016,165,2019-10-28,2019-10-28
1158,fwl875,7,Diesel,2008,900,2019-10-28,2019-10-28
1161,azc899,54,Nafta,2001,902,2019-10-28,2019-10-28
1163,lfx026,129,Nafta,2012,903,2019-10-28,2019-10-28
1164,edl021,106,Nafta,2007,48,2019-10-28,2019-10-28
1240,fgg784,7,Diesel,2011,953,2019-10-28,2019-10-28
1165,iya784,29,Nafta,2010,904,2019-10-28,2019-10-28
1162,fyz233,7,Diesel,2007,306,2019-10-28,2019-10-28
1166,moa091,70,Nafta,2011,628,2019-10-28,2019-10-28
1169,ogg072,117,Nafta,2013,93,2019-10-28,2019-10-28
1216,iwo898,21,Nafta,2010,937,2019-10-28,2019-10-28
1170,eub764,16,Nafta,2006,805,2019-10-28,2019-10-28
1176,dkl893,27,Diesel,2000,911,2019-10-28,2019-10-28
1175,bqc613,26,Nafta,1998,910,2019-10-28,2019-10-28
1173,mfr137,26,Nafta,2010,909,2019-10-28,2019-10-28
1174,aha069,79,Nafta,1999,277,2019-10-28,2019-10-28
1168,lrv100,29,Nafta,2012,905,2019-10-28,2019-10-28
1167,icc315,41,Nafta,2011,305,2019-10-28,2019-10-28
1171,glz708,26,Nafta,2007,907,2019-10-28,2019-10-28
1172,mrf185,130,Nafta,2011,908,2019-10-28,2019-10-28
897,mck198,25,Nafta,2013,574,2019-10-28,2019-10-28
1146,eel942,29,Nafta,2011,892,2019-10-28,2019-10-28
1152,gdu780,81,Nafta,2007,202,2019-10-28,2019-10-28
1151,goq666,7,Nafta,2007,893,2019-10-28,2019-10-28
972,GAC936,60,Nafta,2008,872,2019-10-28,2019-10-28
1148,opz046,124,Nafta,2012,617,2019-10-28,2019-10-28
1149,gdu396,42,Nafta,2007,130,2019-10-28,2019-10-28
1101,igd058,36,Nafta,2012,224,2019-10-28,2019-10-28
1150,kcy394,58,Nafta,2010,870,2019-10-28,2019-10-28
1099,pmv934,9,Nafta,2014,102,2019-10-28,2019-10-28
1096,jji735,9,Nafta,2014,858,2019-10-28,2019-10-28
1094,mcw130,25,Nafta,2014,858,2019-10-28,2019-10-28
1095,mxl640,21,Nafta,2012,129,2019-10-28,2019-10-28
1144,chm076,32,Nafta,1998,686,2019-10-28,2019-10-28
1107,ftt112,111,Nafta,2007,863,2019-10-28,2019-10-28
513,dsq507,47,Nafta,2004,861,2019-10-28,2019-10-28
409,jml645,29,Nafta,2009,607,2019-10-28,2019-10-28
1108,nvd958,29,Nafta,2013,864,2019-10-28,2019-10-28
1102,iib522,29,Nafta,2009,860,2019-10-28,2019-10-28
1104,dgq507,47,Nafta,2007,861,2019-10-28,2019-10-28
1105,ibr482,101,Nafta,2017,829,2019-10-28,2019-10-28
1103,ktu710,2,Nafta,2013,859,2019-10-28,2019-10-28
1106,jop285,33,Nafta,2007,862,2019-10-28,2019-10-28
1075,GSB972,65,Nafta,2011,867,2019-10-28,2019-10-28
1116,fyd167,26,Nafta,2007,872,2019-10-28,2019-10-28
1143,ab320nc,7,Nafta,2017,829,2019-10-28,2019-10-28
1114,ouk166,6,Nafta,2015,870,2019-10-28,2019-10-28
1118,kzq022,27,Nafta,2011,34,2019-10-28,2019-10-28
1119,kab853,21,Nafta,2011,874,2019-10-28,2019-10-28
1117,jwa334,25,Nafta,2010,873,2019-10-28,2019-10-28
1115,eht194,25,Nafta,2004,871,2019-10-28,2019-10-28
1110,nuv197,39,Nafta,2010,865,2019-10-28,2019-10-28
1159,jgv526,118,Nafta,2012,306,2019-10-28,2019-10-28
1138,umw232,128,Nafta,1990,223,2019-10-28,2019-10-28
1134,inr946,39,Nafta,2008,887,2019-10-28,2019-10-28
1135,nms660,127,Nafta,2014,471,2019-10-28,2019-10-28
1131,kpb662,29,Nafta,2008,884,2019-10-28,2019-10-28
1120,cua932,125,Nafta,1998,875,2019-10-28,2019-10-28
1140,mpa697,25,Nafta,2011,888,2019-10-28,2019-10-28
1141,oyo913,13,Nafta,2013,889,2019-10-28,2019-10-28
1092,hms550,111,Nafta,2008,857,2019-10-28,2019-10-28
1111,kju072,25,Nafta,2010,866,2019-10-28,2019-10-28
1142,etp622,7,Nafta,2008,890,2019-10-28,2019-10-28
1130,fld686,26,Nafta,2006,883,2019-10-28,2019-10-28
1129,hye347,105,Nafta,2008,727,2019-10-28,2019-10-28
1126,msy712,119,Nafta,2012,803,2019-10-28,2019-10-28
1121,llk306,71,Nafta,2012,886,2019-10-28,2019-10-28
1136,fzv053,34,Nafta,2005,878,2019-10-28,2019-10-28
1122,mwc888,7,Nafta,2014,876,2019-10-28,2019-10-28
1127,eze685,21,Nafta,2002,872,2019-10-28,2019-10-28
1128,lwf856,25,Nafta,2010,881,2019-10-28,2019-10-28
1133,oek437,126,Nafta,2014,411,2019-10-28,2019-10-28
1112,eli758,6,Nafta,2006,868,2019-10-28,2019-10-28
1132,gby972,7,Nafta,2007,885,2019-10-28,2019-10-28
1074,AB320NV,7,Diesel,2016,829,2019-10-28,2019-10-28
1123,fba334,34,Nafta,2005,878,2019-10-28,2019-10-28
1124,fdd745,21,Nafta,2006,43,2019-10-28,2019-10-28
1055,kgf441,60,Nafta,2011,835,2019-10-28,2019-10-28
1054,hlr464,26,Nafta,2011,800,2019-10-28,2019-10-28
1077,ORS400,26,Nafta,2014,560,2019-10-28,2019-10-28
1067,OMW562,109,Nafta,2010,847,2019-10-28,2019-10-28
1079,MQC763,24,Nafta,2014,848,2019-10-28,2019-10-28
1087,LPX317,7,Diesel,2013,852,2019-10-28,2019-10-28
1069,GHQ276,21,Nafta,2008,842,2019-10-28,2019-10-28
1080,IPR233,14,Nafta,2008,389,2019-10-28,2019-10-28
1086,PDA842,124,Diesel,2012,829,2019-10-28,2019-10-28
1076,JUN256,21,Nafta,2014,20,2019-10-28,2019-10-28
1082,MGT658,29,Nafta,2013,18,2019-10-28,2019-10-28
1071,NHV382,25,Nafta,2010,843,2019-10-28,2019-10-28
1097,ODW873,73,Nafta,2007,759,2019-10-28,2019-10-28
1083,LQQ041,73,Nafta,2007,849,2019-10-28,2019-10-28
1084,HRP749,6,Nafta,2008,850,2019-10-28,2019-10-28
1085,DTR466,1,Nafta,2001,851,2019-10-28,2019-10-28
1073,GXS936,29,Nafta,2010,845,2019-10-28,2019-10-28
1091,EGL978,29,Nafta,2004,856,2019-10-28,2019-10-28
1072,KHN428,112,Nafta,2010,844,2019-10-28,2019-10-28
1090,EYF806,24,Nafta,2005,855,2019-10-28,2019-10-28
1081,FCW277,8,Nafta,2003,708,2019-10-28,2019-10-28
1004,mqk743,6,Nafta,2013,799,2019-10-28,2019-10-28
1088,MRA490,9,Nafta,2012,853,2019-10-28,2019-10-28
1089,OPV369,21,Nafta,2014,854,2019-10-28,2019-10-28
1068,OLW051,91,Nafta,2015,223,2019-10-28,2019-10-28
1033,LZF050,21,Nafta,2012,821,2019-10-28,2019-10-28
1070,MZW602,39,Nafta,2013,400,2019-10-28,2019-10-28
1021,JDQ572,21,Nafta,2010,811,2019-10-28,2019-10-28
1023,FSF619,7,Diesel,2008,813,2019-10-28,2019-10-28
1003,kgm429,60,Nafta,2011,2,2019-10-28,2019-10-28
1032,FXZ574,41,Nafta,2009,820,2019-10-28,2019-10-28
1030,HRQ286,14,Nafta,2009,818,2019-10-28,2019-10-28
1035,JQD235,26,Nafta,2009,823,2019-10-28,2019-10-28
1027,GEF381,21,Nafta,2010,816,2019-10-28,2019-10-28
1025,PAQ423,121,Nafta,2016,289,2019-10-28,2019-10-28
1031,EUO504,35,Diesel,2003,819,2019-10-28,2019-10-28
1026,LAF588,26,Nafta,2004,815,2019-10-28,2019-10-28
1022,GRK806,26,Nafta,2008,812,2019-10-28,2019-10-28
1066,JTU795,21,Nafta,2010,356,2019-10-28,2019-10-28
1010,LXI042,116,Nafta,2015,795,2019-10-28,2019-10-28
1008,JYD690,2,Nafta,2014,643,2019-10-28,2019-10-28
1024,GPT471,13,Nafta,2005,814,2019-10-28,2019-10-28
1020,HPI419,2,Nafta,2005,810,2019-10-28,2019-10-28
1012,EVB764,16,Nafta,2001,805,2019-10-28,2019-10-28
1036,NNX232,29,Nafta,2016,54,2019-10-28,2019-10-28
1019,NEF590,41,Nafta,2013,809,2019-10-28,2019-10-28
1045,IAG660,26,Nafta,2010,136,2019-10-28,2019-10-28
1047,FRF656,26,Nafta,2005,830,2019-10-28,2019-10-28
967,IOP150,24,Nafta,2008,194,2019-10-28,2019-10-28
1028,KHZ725,26,Nafta,2013,817,2019-10-28,2019-10-28
1011,LRV110,39,Nafta,2016,804,2019-10-28,2019-10-28
1046,mvn187,7,Diesel,2013,544,2019-10-28,2019-10-28
1018,HGC741,105,Nafta,2012,134,2019-10-28,2019-10-28
1016,FIN708,16,Nafta,2004,569,2019-10-28,2019-10-28
1038,JWV553,82,Nafta,2009,824,2019-10-28,2019-10-28
1043,GUZ407,111,Nafta,2007,828,2019-10-28,2019-10-28
